Station name                                 	CSU_atmos
Sonde type                                   	RS92-SGP
Sonde serial number                          	J3713986
Release point latitude                       	40.58?N
Release point longitude                      	105.09?W
Release point height from sea level          	1529 m
Balloon release date and time                	2015-09-02T22:05:14
Reason for termination                       	ManualStop
System trademark and model                   	MW41
Terminating altitude                         	13834 m
Surface pressure                             	845.2 hPa
Surface temperature                          	31.9 ?C
Surface relative humidity                    	15 %
Surface wind speed                           	3.1 m/s
Surface wind direction                       	147?
Surface pressure                             	845.1 hPa
Average ascent rate                          	4.1 m/s
Sounding length                              	00:50:03 hh:mm:ss
P correction (Pref - P)                      	1.65 hPa
T correction (Tref - T)                      	-0.26 ?C 
U1 correction (Uref - U1)                    	-1.0 %Rh
U2 correction (Uref - U2)                    	-0.9 %Rh
T temperature                                	26.22 ?C
P pressure                                   	843.66 hPa
Pref pressure                                	845.31 hPa
Tref temperature                             	26.0 ?C
Uref humidity                                	Desiccant 0 %Rh
Software version                             	MW41 2.1.0
Height and pressure in messages is based on  	P Sensor

Elapsed time HeightMSL    Pm  Temp  Dewp    RH Speed   Dir AscRate    Lat      Lon GpsHeightMSL
        2441   11383.2 233.3 -47.7 -55.6  40.7  22.0 247.0     4.4 40.640 -104.794      11368.3
        2442   11387.7 233.2 -47.8 -55.5  41.1  22.0 247.0     4.5 40.640 -104.794      11372.6
        2443   11392.0 233.0 -47.9 -55.5  41.6  22.0 247.0     4.3 40.640 -104.793      11377.1
        2444   11396.0 232.9 -47.9 -55.4  42.2  22.0 247.0     4.1 40.640 -104.793      11381.5
        2445   11400.0 232.8 -48.0 -55.3  42.8  22.0 246.9     4.0 40.640 -104.793      11385.4
        2446   11404.0 232.6 -48.0 -55.2  43.5  21.9 246.9     4.0 40.640 -104.793      11389.0
        2447   11408.1 232.5 -48.0 -55.1  44.1  21.9 246.9     4.1 40.640 -104.792      11392.5
        2448   11412.2 232.3 -48.0 -55.0  44.7  21.9 246.9     4.1 40.640 -104.792      11396.1
        2449   11416.3 232.2 -48.1 -55.0  45.3  21.9 246.9     4.1 40.640 -104.792      11399.9
        2450   11420.4 232.0 -48.1 -54.9  46.0  21.8 246.9     4.0 40.641 -104.792      11403.9
        2451   11424.4 231.9 -48.2 -54.8  46.8  21.8 246.9     4.0 40.641 -104.791      11408.2
        2452   11428.4 231.8 -48.2 -54.7  47.6  21.8 246.9     4.0 40.641 -104.791      11412.5
        2453   11432.5 231.6 -48.3 -54.6  48.3  21.7 246.9     4.1 40.641 -104.791      11416.7
        2454   11436.7 231.5 -48.3 -54.6  48.9  21.7 246.9     4.2 40.641 -104.791      11420.9
        2455   11441.1 231.3 -48.3 -54.5  49.4  21.7 246.9     4.4 40.641 -104.790      11425.6
        2456   11445.8 231.1 -48.4 -54.5  49.9  21.7 246.9     4.7 40.641 -104.790      11430.5
        2457   11450.7 231.0 -48.5 -54.4  50.3  21.6 246.9     4.9 40.641 -104.790      11435.2
        2458   11455.6 230.8 -48.5 -54.4  50.8  21.6 246.9     4.9 40.641 -104.790      11439.6
        2459   11460.3 230.6 -48.5 -54.4  51.1  21.6 246.9     4.7 40.641 -104.789      11443.9
        2460   11464.7 230.5 -48.5 -54.3  51.4  21.6 246.9     4.4 40.641 -104.789      11448.2
        2461   11469.0 230.3 -48.6 -54.3  51.7  21.6 246.9     4.3 40.641 -104.789      11452.5
        2462   11473.3 230.2 -48.6 -54.3  52.0  21.5 246.9     4.3 40.641 -104.789      11457.0
        2463   11477.8 230.0 -48.6 -54.3  52.3  21.5 246.9     4.5 40.642 -104.789      11461.7
        2464   11482.3 229.9 -48.6 -54.2  52.6  21.5 246.9     4.5 40.642 -104.788      11466.3
        2465   11486.5 229.7 -48.7 -54.2  53.0  21.5 246.9     4.2 40.642 -104.788      11470.7
        2466   11490.6 229.6 -48.7 -54.1  53.4  21.5 246.9     4.1 40.642 -104.788      11474.9
        2467   11494.6 229.4 -48.7 -54.1  53.8  21.5 246.9     4.0 40.642 -104.788      11479.0
        2468   11498.6 229.3 -48.8 -54.1  54.3  21.5 247.0     4.1 40.642 -104.787      11483.0
        2469   11502.8 229.1 -48.9 -54.1  54.8  21.5 247.0     4.1 40.642 -104.787      11486.9
        2470   11507.1 229.0 -48.9 -54.1  55.4  21.5 247.0     4.3 40.642 -104.787      11491.1
        2471   11511.7 228.8 -49.0 -54.1  55.8  21.5 247.0     4.6 40.642 -104.787      11495.6
        2472   11516.5 228.7 -49.0 -54.1  56.2  21.6 247.1     4.7 40.642 -104.786      11500.3
        2473   11521.0 228.5 -49.0 -54.0  56.5  21.6 247.1     4.5 40.642 -104.786      11504.9
        2474   11525.3 228.4 -49.0 -54.0  56.8  21.6 247.1     4.3 40.642 -104.786      11509.4
        2475   11529.6 228.2 -49.0 -53.9  57.0  21.6 247.2     4.3 40.642 -104.786      11513.8
        2476   11534.1 228.1 -49.1 -53.9  57.3  21.7 247.2     4.5 40.643 -104.786      11518.3
        2477   11538.7 227.9 -49.1 -54.0  57.3  21.7 247.2     4.6 40.643 -104.785      11522.6
        2478   11543.0 227.7 -49.2 -54.1  57.0  21.7 247.3     4.3 40.643 -104.785      11526.7
        2479   11547.1 227.6 -49.2 -54.2  56.4  21.8 247.3     4.1 40.643 -104.785      11530.9
        2480   11551.3 227.5 -49.3 -54.4  55.5  21.8 247.4     4.1 40.643 -104.785      11535.3
        2481   11555.6 227.3 -49.3 -54.6  54.3  21.8 247.4     4.4 40.643 -104.784      11539.7
        2482   11560.2 227.1 -49.4 -54.9  52.6  21.9 247.5     4.6 40.643 -104.784      11543.8
        2483   11564.9 227.0 -49.4 -55.3  50.6  21.9 247.5     4.7 40.643 -104.784      11548.1
        2484   11569.5 226.8 -49.4 -55.7  48.3  22.0 247.6     4.6 40.643 -104.784      11552.6
        2485   11573.9 226.7 -49.4 -56.1  45.9  22.0 247.6     4.4 40.643 -104.783      11557.0
        2486   11578.2 226.5 -49.5 -56.7  43.4  22.0 247.7     4.4 40.643 -104.783      11561.3
        2487   11582.7 226.4 -49.5 -57.1  41.1  22.1 247.7     4.5 40.643 -104.783      11565.5
        2488   11587.2 226.2 -49.5 -57.6  39.0  22.1 247.8     4.5 40.643 -104.783      11569.9
        2489   11591.6 226.1 -49.5 -57.9  37.3  22.2 247.8     4.4 40.643 -104.782      11574.5
        2490   11595.8 225.9 -49.6 -58.2  36.0  22.2 247.9     4.2 40.644 -104.782      11579.2
        2491   11600.0 225.8 -49.6 -58.5  35.1  22.3 248.0     4.2 40.644 -104.782      11584.0
        2492   11604.4 225.6 -49.7 -58.7  34.5  22.3 248.0     4.4 40.644 -104.782      11588.5
        2493   11608.9 225.5 -49.7 -58.8  34.0  22.3 248.1     4.5 40.644 -104.781      11592.6
        2494   11613.3 225.3 -49.7 -58.9  33.8  22.4 248.1     4.3 40.644 -104.781      11596.6
        2495   11617.5 225.2 -49.7 -59.0  33.6  22.4 248.2     4.2 40.644 -104.781      11600.8
        2496   11621.9 225.0 -49.8 -59.0  33.5  22.5 248.3     4.4 40.644 -104.781      11605.1
        2497   11626.5 224.9 -49.8 -59.1  33.4  22.5 248.3     4.6 40.644 -104.781      11609.7
        2498   11631.1 224.7 -49.9 -59.2  33.3  22.6 248.4     4.7 40.644 -104.780      11614.5
        2499   11635.7 224.5 -49.9 -59.2  33.4  22.6 248.4     4.6 40.644 -104.780      11619.3
        2500   11640.1 224.4 -50.0 -59.2  33.5  22.7 248.5     4.4 40.644 -104.780      11623.8
        2501   11644.1 224.3 -50.0 -59.2  33.7  22.7 248.5     4.0 40.644 -104.780      11628.3
        2502   11647.8 224.1 -50.0 -59.1  34.0  22.7 248.6     3.7 40.644 -104.779      11632.5
        2503   11651.6 224.0 -50.1 -59.1  34.3  22.8 248.6     3.8 40.645 -104.779      11636.3
        2504   11655.9 223.8 -50.1 -59.1  34.6  22.8 248.7     4.3 40.645 -104.779      11640.1
        2505   11660.7 223.7 -50.2 -59.1  34.8  22.9 248.7     4.8 40.645 -104.779      11644.2
        2506   11665.4 223.5 -50.2 -59.0  35.0  22.9 248.8     4.7 40.645 -104.778      11648.4
        2507   11669.9 223.4 -50.2 -59.0  35.2  22.9 248.8     4.5 40.645 -104.778      11652.9
        2508   11674.5 223.2 -50.3 -59.0  35.4  23.0 248.8     4.7 40.645 -104.778      11657.7
        2509   11679.4 223.0 -50.3 -59.0  35.6  23.0 248.9     4.8 40.645 -104.778      11662.6
        2510   11684.0 222.9 -50.4 -59.1  35.7  23.0 248.9     4.6 40.645 -104.777      11667.8
        2511   11688.5 222.7 -50.4 -59.1  35.8  23.1 248.9     4.5 40.645 -104.777      11672.8
        2512   11693.0 222.6 -50.5 -59.1  35.9  23.1 249.0     4.6 40.645 -104.777      11677.4
        2513   11697.7 222.4 -50.5 -59.1  35.9  23.1 249.0     4.7 40.645 -104.776      11681.8
        2514   11702.4 222.3 -50.4 -59.1  36.0  23.1 249.0     4.7 40.645 -104.776      11686.3
        2515   11706.9 222.1 -50.4 -59.0  36.2  23.2 249.0     4.6 40.645 -104.776      11691.0
        2516   11711.6 221.9 -50.5 -59.0  36.4  23.2 249.0     4.6 40.646 -104.776      11695.8
        2517   11716.4 221.8 -50.5 -59.0  36.6  23.2 249.0     4.8 40.646 -104.775      11700.4
        2518   11721.2 221.6 -50.6 -59.0  36.8  23.2 249.0     4.8 40.646 -104.775      11704.8
        2519   11725.8 221.5 -50.7 -59.1  37.1  23.2 249.0     4.6 40.646 -104.775      11709.1
        2520   11730.2 221.3 -50.8 -59.1  37.4  23.3 249.0     4.4 40.646 -104.775      11713.6
        2521   11734.7 221.2 -50.8 -59.1  37.7  23.3 249.0     4.4 40.646 -104.774      11718.0
        2522   11739.3 221.0 -50.9 -59.0  37.9  23.3 249.0     4.6 40.646 -104.774      11722.2
        2523   11743.9 220.8 -50.9 -59.0  38.1  23.3 249.1     4.7 40.646 -104.774      11726.5
        2524   11748.8 220.7 -50.9 -59.0  38.2  23.3 249.1     4.9 40.646 -104.774      11731.2
        2525   11753.9 220.5 -50.9 -59.0  38.3  23.3 249.1     5.1 40.646 -104.773      11736.3
        2526   11759.0 220.3 -51.0 -59.0  38.4  23.3 249.1     5.1 40.646 -104.773      11741.4
        2527   11763.9 220.2 -51.0 -59.1  38.4  23.3 249.1     4.9 40.646 -104.773      11746.6
        2528   11768.4 220.0 -51.1 -59.1  38.4  23.3 249.1     4.5 40.646 -104.773      11751.7
        2529   11772.9 219.9 -51.2 -59.2  38.5  23.3 249.2     4.5 40.646 -104.772      11756.4
        2530   11777.5 219.7 -51.2 -59.2  38.6  23.3 249.2     4.7 40.647 -104.772      11760.9
        2531   11782.4 219.5 -51.3 -59.2  38.7  23.3 249.3     4.9 40.647 -104.772      11765.4
        2532   11787.3 219.4 -51.3 -59.2  38.9  23.3 249.3     4.9 40.647 -104.772      11769.9
        2533   11791.9 219.2 -51.4 -59.2  39.1  23.3 249.3     4.6 40.647 -104.771      11774.6
        2534   11796.5 219.1 -51.4 -59.2  39.5  23.3 249.4     4.5 40.647 -104.771      11779.4
        2535   11801.3 218.9 -51.4 -59.1  40.0  23.3 249.4     4.8 40.647 -104.771      11784.4
        2536   11806.3 218.7 -51.5 -59.0  40.7  23.3 249.5     5.1 40.647 -104.771      11789.5
        2537   11811.3 218.6 -51.5 -58.9  41.3  23.3 249.6     5.0 40.647 -104.770      11794.4
        2538   11816.1 218.4 -51.5 -58.8  42.0  23.3 249.6     4.8 40.647 -104.770      11799.2
        2539   11820.9 218.2 -51.5 -58.7  42.8  23.3 249.7     4.8 40.647 -104.770      11804.0
        2540   11825.7 218.1 -51.6 -58.6  43.5  23.3 249.7     4.8 40.647 -104.770      11808.9
        2541   11830.6 217.9 -51.7 -58.6  44.2  23.3 249.8     4.9 40.647 -104.769      11814.0
        2542   11835.5 217.8 -51.7 -58.5  44.6  23.3 249.8     4.8 40.647 -104.769      11818.8
        2543   11840.2 217.6 -51.7 -58.5  44.9  23.3 249.9     4.7 40.648 -104.769      11823.6
        2544   11844.9 217.4 -51.7 -58.4  45.1  23.3 249.9     4.7 40.648 -104.769      11828.1
        2545   11849.6 217.3 -51.8 -58.5  45.1  23.3 249.9     4.8 40.648 -104.768      11832.4
        2546   11854.6 217.1 -51.9 -58.6  45.0  23.3 249.9     5.0 40.648 -104.768      11837.0
        2547   11859.7 216.9 -51.9 -58.7  44.6  23.3 250.0     5.1 40.648 -104.768      11842.0
        2548   11864.9 216.8 -52.0 -58.9  44.0  23.3 250.0     5.2 40.648 -104.768      11847.3
        2549   11870.1 216.6 -52.1 -59.1  43.2  23.3 250.0     5.2 40.648 -104.767      11852.5
        2550   11875.4 216.4 -52.2 -59.3  42.3  23.3 249.9     5.3 40.648 -104.767      11857.6
        2551   11880.8 216.2 -52.2 -59.6  41.3  23.4 249.9     5.4 40.648 -104.767      11862.7
        2552   11886.5 216.0 -52.3 -59.8  40.3  23.4 249.9     5.6 40.648 -104.766      11868.0
        2553   11892.1 215.9 -52.3 -60.0  39.4  23.4 249.8     5.7 40.648 -104.766      11873.5
        2554   11897.8 215.7 -52.2 -60.2  38.4  23.4 249.8     5.7 40.648 -104.766      11879.4
        2555   11903.8 215.5 -52.2 -60.4  37.5  23.4 249.7     6.0 40.648 -104.766      11885.7
        2556   11910.2 215.3 -52.2 -60.6  36.5  23.4 249.6     6.4 40.648 -104.765      11892.1
        2557   11916.3 215.1 -52.2 -60.8  35.7  23.4 249.5     6.1 40.649 -104.765      11898.2
        2558   11921.6 214.9 -52.3 -60.9  35.2  23.4 249.4     5.3 40.649 -104.765      11903.7
        2559   11926.5 214.7 -52.3 -61.0  34.8  23.4 249.3     4.9 40.649 -104.765      11908.6
        2560   11931.4 214.5 -52.4 -61.2  34.5  23.4 249.2     4.9 40.649 -104.764      11913.4
        2561   11936.6 214.4 -52.4 -61.3  34.4  23.4 249.1     5.2 40.649 -104.764      11918.5
        2562   11941.7 214.2 -52.5 -61.3  34.4  23.4 249.0     5.1 40.649 -104.764      11923.9
        2563   11946.7 214.0 -52.6 -61.4  34.5  23.4 248.9     5.0 40.649 -104.764      11929.3
        2564   11951.9 213.9 -52.7 -61.4  34.7  23.4 248.8     5.2 40.649 -104.763      11934.7
        2565   11957.4 213.7 -52.7 -61.4  35.0  23.4 248.7     5.5 40.649 -104.763      11940.1
        2566   11963.2 213.5 -52.7 -61.3  35.2  23.4 248.6     5.8 40.649 -104.763      11945.5
        2567   11969.0 213.3 -52.8 -61.3  35.5  23.4 248.5     5.8 40.649 -104.763      11951.1
        2568   11974.5 213.1 -52.8 -61.3  35.8  23.4 248.3     5.5 40.649 -104.762      11956.8
        2569   11979.8 212.9 -52.8 -61.2  36.1  23.4 248.2     5.3 40.649 -104.762      11962.3
        2570   11984.9 212.8 -52.9 -61.2  36.3  23.4 248.1     5.2 40.649 -104.762      11967.7
        2571   11990.0 212.6 -52.9 -61.2  36.5  23.4 248.0     5.1 40.650 -104.762      11973.0
        2572   11995.2 212.4 -53.0 -61.2  36.8  23.4 247.9     5.2 40.650 -104.761      11978.2
        2573   12000.4 212.3 -53.0 -61.2  37.0  23.4 247.9     5.2 40.650 -104.761      11983.3
        2574   12005.7 212.1 -53.1 -61.2  37.1  23.4 247.8     5.3 40.650 -104.761      11988.5
        2575   12010.9 211.9 -53.1 -61.2  37.3  23.4 247.7     5.3 40.650 -104.761      11993.6
        2576   12016.1 211.8 -53.2 -61.2  37.5  23.4 247.6     5.2 40.650 -104.760      11998.7
        2577   12021.3 211.6 -53.2 -61.2  37.8  23.4 247.6     5.1 40.650 -104.760      12003.5
        2578   12026.4 211.4 -53.3 -61.2  38.0  23.4 247.5     5.1 40.650 -104.760      12008.0
        2579   12031.3 211.3 -53.3 -61.2  38.2  23.5 247.5     4.9 40.650 -104.759      12012.6
        2580   12036.0 211.1 -53.4 -61.2  38.4  23.5 247.4     4.7 40.650 -104.759      12017.3
        2581   12040.5 210.9 -53.4 -61.2  38.6  23.5 247.4     4.6 40.650 -104.759      12022.0
        2582   12045.4 210.8 -53.5 -61.3  38.8  23.5 247.3     4.8 40.650 -104.759      12026.9
        2583   12050.6 210.6 -53.5 -61.3  39.0  23.5 247.3     5.2 40.651 -104.758      12032.0
        2584   12055.8 210.4 -53.6 -61.3  39.0  23.6 247.3     5.2 40.651 -104.758      12037.3
        2585   12060.9 210.3 -53.7 -61.4  39.0  23.6 247.3     5.1 40.651 -104.758      12042.7
        2586   12066.0 210.1 -53.7 -61.5  38.9  23.6 247.2     5.1 40.651 -104.758      12048.1
        2587   12071.2 209.9 -53.8 -61.5  38.8  23.6 247.2     5.2 40.651 -104.757      12053.4
        2588   12076.4 209.8 -53.8 -61.6  38.7  23.7 247.2     5.2 40.651 -104.757      12058.4
        2589   12081.7 209.6 -53.8 -61.6  38.7  23.7 247.2     5.3 40.651 -104.757      12063.1
        2590   12087.0 209.4 -53.9 -61.6  38.8  23.7 247.2     5.4 40.651 -104.757      12068.0
        2591   12092.4 209.3 -53.9 -61.6  38.9  23.7 247.2     5.4 40.651 -104.756      12073.2
        2592   12097.7 209.1 -53.9 -61.6  39.1  23.8 247.2     5.3 40.651 -104.756      12078.4
        2593   12102.8 208.9 -54.0 -61.6  39.4  23.8 247.2     5.1 40.651 -104.756      12083.6
        2594   12107.8 208.7 -54.0 -61.6  39.6  23.8 247.2     5.1 40.651 -104.756      12088.7
        2595   12113.3 208.6 -54.1 -61.6  39.9  23.9 247.2     5.4 40.652 -104.755      12094.0
        2596   12119.0 208.4 -54.2 -61.7  40.2  23.9 247.2     5.7 40.652 -104.755      12099.5
        2597   12124.6 208.2 -54.3 -61.7  40.5  23.9 247.2     5.6 40.652 -104.755      12105.1
        2598   12130.0 208.0 -54.3 -61.7  40.7  23.9 247.2     5.4 40.652 -104.755      12110.5
        2599   12135.1 207.9 -54.4 -61.7  40.8  24.0 247.2     5.2 40.652 -104.754      12115.7
        2600   12140.1 207.7 -54.4 -61.7  41.0  24.0 247.2     5.0 40.652 -104.754      12120.9
        2601   12145.0 207.5 -54.5 -61.7  41.2  24.0 247.2     4.9 40.652 -104.754      12126.0
        2602   12150.0 207.4 -54.5 -61.7  41.5  24.0 247.2     5.0 40.652 -104.754      12131.0
        2603   12155.4 207.2 -54.5 -61.6  41.9  24.1 247.2     5.3 40.652 -104.753      12136.1
        2604   12160.8 207.0 -54.6 -61.6  42.2  24.1 247.1     5.4 40.652 -104.753      12141.4
        2605   12166.1 206.9 -54.6 -61.6  42.4  24.1 247.1     5.3 40.652 -104.753      12147.0
        2606   12171.2 206.7 -54.7 -61.6  42.6  24.1 247.1     5.1 40.652 -104.753      12152.6
        2607   12176.4 206.5 -54.7 -61.7  42.8  24.2 247.1     5.2 40.653 -104.752      12157.9
        2608   12181.5 206.4 -54.8 -61.7  43.0  24.2 247.1     5.1 40.653 -104.752      12162.9
        2609   12186.4 206.2 -54.8 -61.7  43.0  24.2 247.0     4.9 40.653 -104.752      12167.7
        2610   12191.3 206.0 -54.9 -61.7  43.1  24.2 247.0     4.8 40.653 -104.751      12172.5
        2611   12196.4 205.9 -54.9 -61.7  43.2  24.3 247.0     5.1 40.653 -104.751      12177.5
        2612   12201.9 205.7 -54.9 -61.7  43.4  24.3 246.9     5.5 40.653 -104.751      12182.9
        2613   12207.4 205.5 -55.0 -61.7  43.6  24.3 246.9     5.6 40.653 -104.751      12188.6
        2614   12212.9 205.4 -55.0 -61.7  43.7  24.3 246.8     5.5 40.653 -104.750      12194.5
        2615   12218.1 205.2 -55.0 -61.7  43.8  24.3 246.7     5.2 40.653 -104.750      12200.1
        2616   12223.1 205.0 -55.1 -61.8  44.0  24.4 246.7     5.0 40.653 -104.750      12205.6
        2617   12227.9 204.9 -55.2 -61.8  44.2  24.4 246.6     4.8 40.653 -104.750      12210.8
        2618   12233.0 204.7 -55.2 -61.8  44.4  24.4 246.5     5.0 40.653 -104.749      12215.8
        2619   12238.2 204.5 -55.3 -61.9  44.6  24.4 246.4     5.2 40.654 -104.749      12220.7
        2620   12243.5 204.4 -55.4 -61.9  45.0  24.4 246.3     5.2 40.654 -104.749      12225.6
        2621   12248.7 204.2 -55.5 -61.9  45.3  24.4 246.2     5.3 40.654 -104.749      12230.5
        2622   12254.2 204.0 -55.5 -61.9  45.7  24.5 246.1     5.5 40.654 -104.748      12235.4
        2623   12259.7 203.8 -55.5 -61.9  45.9  24.5 246.1     5.5 40.654 -104.748      12240.3
        2624   12265.0 203.7 -55.5 -61.8  46.1  24.5 246.0     5.2 40.654 -104.748      12245.7
        2625   12270.0 203.5 -55.5 -61.8  46.3  24.5 245.9     5.0 40.654 -104.747      12251.3
        2626   12275.0 203.4 -55.6 -61.8  46.4  24.5 245.8     5.0 40.654 -104.747      12256.8
        2627   12280.0 203.2 -55.6 -61.8  46.6  24.5 245.7     5.0 40.654 -104.747      12262.1
        2628   12285.0 203.0 -55.7 -61.8  46.9  24.5 245.6     5.0 40.654 -104.747      12267.3
        2629   12290.1 202.9 -55.7 -61.8  47.2  24.5 245.5     5.0 40.654 -104.746      12272.3
        2630   12295.2 202.7 -55.8 -61.8  47.5  24.5 245.4     5.1 40.655 -104.746      12277.5
        2631   12300.4 202.6 -55.8 -61.8  47.7  24.5 245.3     5.2 40.655 -104.746      12282.9
        2632   12305.6 202.4 -55.9 -61.9  47.9  24.5 245.2     5.2 40.655 -104.746      12288.3
        2633   12310.7 202.2 -56.0 -61.9  48.1  24.5 245.2     5.1 40.655 -104.745      12293.5
        2634   12315.8 202.1 -56.0 -61.9  48.3  24.5 245.1     5.1 40.655 -104.745      12298.3
        2635   12320.8 201.9 -56.0 -61.8  48.6  24.5 245.0     5.1 40.655 -104.745      12303.0
        2636   12325.9 201.7 -56.0 -61.8  48.8  24.5 245.0     5.1 40.655 -104.745      12307.9
        2637   12331.0 201.6 -56.1 -61.8  49.1  24.4 244.9     5.1 40.655 -104.744      12312.8
        2638   12336.0 201.4 -56.1 -61.8  49.5  24.4 244.9     5.0 40.655 -104.744      12317.7
        2639   12341.0 201.3 -56.1 -61.8  49.8  24.4 244.8     5.0 40.655 -104.744      12322.5
        2640   12346.0 201.1 -56.2 -61.8  50.0  24.4 244.8     5.0 40.656 -104.744      12327.5
        2641   12350.9 200.9 -56.2 -61.8  50.1  24.4 244.8     4.9 40.656 -104.743      12332.5
        2642   12355.7 200.8 -56.3 -61.8  50.2  24.4 244.7     4.9 40.656 -104.743      12337.5
        2643   12360.7 200.6 -56.3 -61.9  50.2  24.4 244.7     5.0 40.656 -104.743      12342.4
        2644   12365.8 200.5 -56.4 -62.0  50.2  24.4 244.7     5.1 40.656 -104.742      12347.2
        2645   12370.7 200.3 -56.5 -62.0  50.3  24.3 244.7     5.0 40.656 -104.742      12352.2
        2646   12375.4 200.2 -56.5 -62.0  50.2  24.3 244.7     4.6 40.656 -104.742      12357.1
        2647   12379.8 200.0 -56.5 -62.1  50.1  24.3 244.7     4.4 40.656 -104.742      12361.6
        2648   12384.3 199.9 -56.6 -62.1  50.0  24.3 244.7     4.5 40.656 -104.741      12365.6
        2649   12389.0 199.7 -56.6 -62.2  50.0  24.3 244.7     4.7 40.656 -104.741      12369.7
        2650   12393.7 199.6 -56.7 -62.3  49.9  24.3 244.7     4.7 40.656 -104.741      12374.2
        2651   12398.5 199.4 -56.7 -62.3  49.8  24.3 244.7     4.8 40.657 -104.741      12378.8
