fluxdate    fluxtime    fluxjulian    fluxcarrington  fluxobsflux  fluxadjflux  fluxursi  
20060709    200000      02453926.337  002045.304      000074.6     000077.1     000069.4  
20060709    230000      02453926.462  002045.308      000074.5     000077.0     000069.3  
20060710    170000      02453927.212  002045.336      000073.4     000075.9     000068.3  
20060710    200000      02453927.337  002045.340      000072.8     000075.2     000067.7  
20060710    230000      02453927.462  002045.345      000073.1     000075.6     000068.0  
20060711    170000      02453928.212  002045.372      000071.8     000074.2     000066.8  
20060711    200000      02453928.337  002045.377      000071.2     000073.6     000066.2  
20060711    230000      02453928.462  002045.382      000071.5     000073.9     000066.5  
20060712    170000      02453929.212  002045.409      000071.0     000073.4     000066.0  
20060712    200000      02453929.337  002045.414      000070.6     000072.9     000065.6  
20060712    230000      02453929.462  002045.418      000068.5     000070.8     000063.7  
20060713    170000      02453930.212  002045.446      000070.0     000072.4     000065.1  
20060713    200000      02453930.337  002045.450      000069.9     000072.2     000065.0  
20060713    230000      02453930.462  002045.455      000070.7     000073.1     000065.8  
20060714    170000      02453931.212  002045.482      000070.4     000072.7     000065.5  
20060714    200000      02453931.337  002045.487      000070.9     000073.3     000065.9  
20060714    230000      02453931.462  002045.492      000071.1     000073.5     000066.2  
20060715    170000      02453932.212  002045.519      000070.3     000072.6     000065.4  
20060715    200000      02453932.337  002045.524      000070.2     000072.6     000065.3  
20060715    230000      02453932.462  002045.528      000070.8     000073.2     000065.9  
20060716    170000      02453933.212  002045.556      000070.6     000072.9     000065.6  
20060716    200000      02453933.337  002045.560      000070.8     000073.2     000065.8  
20060716    230000      02453933.462  002045.565      000071.0     000073.4     000066.0  
20060717    170000      02453934.212  002045.592      000070.3     000072.6     000065.4  
20060717    200000      02453934.337  002045.597      000071.0     000073.3     000066.0  
20060717    230000      02453934.462  002045.602      000071.6     000074.0     000066.6  
20060718    170000      02453935.212  002045.629      000071.0     000073.3     000066.0  
20060718    200000      02453935.337  002045.634      000071.2     000073.6     000066.2  
20060718    230000      02453935.462  002045.638      000072.4     000074.8     000067.3  
20060719    170000      02453936.212  002045.666      000071.0     000073.3     000066.0  
20060719    200000      02453936.337  002045.670      000071.1     000073.4     000066.1  
20060719    230000      02453936.462  002045.675      000071.3     000073.6     000066.2  
20060720    170000      02453937.212  002045.702      000072.2     000074.5     000067.1  
20060720    200000      02453937.337  002045.707      000072.2     000074.5     000067.1  
20060720    230000      02453937.462  002045.712      000072.4     000074.7     000067.3  
20060721    170000      02453938.212  002045.739      000071.5     000073.8     000066.4  
20060721    200000      02453938.337  002045.744      000072.6     000075.0     000067.5  
20060721    230000      02453938.462  002045.748      000073.0     000075.3     000067.8  
20060722    170000      02453939.212  002045.776      000072.7     000075.1     000067.6  
20060722    200000      02453939.337  002045.780      000073.6     000075.9     000068.3  
20060722    230000      02453939.462  002045.785      000074.2     000076.6     000068.9  
20060723    170000      02453940.212  002045.812      000075.7     000078.1     000070.3  
20060723    200000      02453940.337  002045.817      000076.5     000078.9     000071.0  
20060723    230000      02453940.462  002045.822      000077.5     000080.0     000072.0  
20060724    170000      02453941.212  002045.849      000077.2     000079.6     000071.7  
20060724    200000      02453941.337  002045.854      000077.0     000079.5     000071.5  
20060724    230000      02453941.462  002045.858      000077.2     000079.6     000071.7  
20060725    170000      02453942.212  002045.886      000076.1     000078.5     000070.6  
20060725    200000      02453942.337  002045.890      000075.5     000077.9     000070.1  
20060725    230000      02453942.462  002045.895      000075.9     000078.3     000070.5  
20060726    170000      02453943.212  002045.922      000074.7     000077.1     000069.4  
20060726    200000      02453943.337  002045.927      000074.7     000077.0     000069.3  
20060726    230000      02453943.462  002045.932      000075.4     000077.8     000070.0  
20060727    170000      02453944.212  002045.959      000073.9     000076.2     000068.6  
20060727    200000      02453944.337  002045.964      000074.4     000076.7     000069.0  
20060727    230000      02453944.462  002045.968      000074.7     000077.0     000069.3  
20060728    170000      02453945.212  002045.996      000073.4     000075.7     000068.2  
20060728    200000      02453945.337  002046.000      000072.6     000074.9     000067.4  
20060728    230000      02453945.462  002046.005      000073.8     000076.1     000068.5  
20060729    170000      02453946.212  002046.032      000072.7     000075.0     000067.5  
20060729    200000      02453946.337  002046.037      000073.0     000075.2     000067.7  
20060729    230000      02453946.462  002046.042      000074.0     000076.3     000068.7  
20060730    170000      02453947.212  002046.069      000073.6     000075.9     000068.3  
20060730    200000      02453947.337  002046.074      000073.9     000076.2     000068.6  
20060730    230000      02453947.462  002046.078      000073.8     000076.0     000068.4  
20060731    170000      02453948.212  002046.106      000072.9     000075.1     000067.6  
20060731    200000      02453948.337  002046.110      000072.4     000074.6     000067.2  
20060731    230000      02453948.462  002046.115      000072.7     000074.9     000067.4  
20060801    170000      02453949.212  002046.142      000072.0     000074.2     000066.8  
20060801    200000      02453949.337  002046.147      000072.8     000074.9     000067.5  
20060801    230000      02453949.462  002046.152      000073.3     000075.5     000068.0  
20060802    170000      02453950.212  002046.179      000071.6     000073.7     000066.4  
20060802    200000      02453950.337  002046.184      000072.1     000074.3     000066.9  
20060802    230000      02453950.462  002046.188      000073.0     000075.2     000067.7  
20060803    170000      02453951.212  002046.216      000071.5     000073.6     000066.2  
20060803    200000      02453951.337  002046.220      000071.3     000073.4     000066.1  
20060803    230000      02453951.462  002046.225      000071.9     000074.0     000066.6  
20060804    170000      02453952.212  002046.252      000070.1     000072.1     000064.9  
20060804    200000      02453952.337  002046.257      000069.6     000071.6     000064.5  
20060804    230000      02453952.462  002046.262      000071.1     000073.2     000065.9  
20060805    170000      02453953.212  002046.289      000069.5     000071.5     000064.4  
20060805    200000      02453953.337  002046.294      000069.5     000071.5     000064.4  
20060805    230000      02453953.462  002046.298      000070.4     000072.4     000065.2  
20060806    170000      02453954.212  002046.326      000069.5     000071.5     000064.3  
20060806    200000      02453954.337  002046.330      000069.5     000071.5     000064.3  
